,PWSID,COUNTY_SERVED
461539,WI2680198,Waukesha
461540,WI2680198,
461563,WI6030125,Barron
461564,WI6030125,
461567,WI6100327,Clark
461568,WI6100327,
461584,WI4380541,Marinette
461585,WI4380541,
461616,WI7370157,Marathon
461617,WI7370157,
461653,WI4380546,Marinette
461654,WI4380546,
461702,WI4690615,Waupaca
461723,PA7360660,Lancaster
461821,WI6180407,Eau Claire
461822,WI6180407,
461897,OH8835512,Wyandot
461998,TX1013127,Harris
462012,TX1500023,Llano
462016,TX1020018,Harrison
462018,TX1020020,Harrison
462019,TX1020021,Harrison
462020,TX1020022,Harrison
462021,TX1020023,Harrison
462022,TX1020026,Harrison
462024,TX1020047,Harrison
462029,TX1020061,Harrison
462030,TX1020063,Harrison
462034,TX1020074,Harrison
462036,TX1020078,Harrison
462038,TX1020081,Harrison
462039,TX1020088,Harrison
462040,TX1020092,Harrison
462086,WI6090459,Chippewa
462087,WI6090459,
462094,WI1130266,Dane
462095,WI1130266,
462146,WI4050459,Brown
462208,TX0790424,Fort Bend
462214,TX0800003,Franklin
462217,TX0800016,Franklin
462245,TX0830001,Gaines
462246,TX0830011,Gaines
462263,WI1330083,Lafayette
462264,WI1330083,
462277,TX1040001,Haskell
462278,TX1040002,Haskell
462279,TX1040003,Haskell
462280,TX1040004,Haskell
462281,TX1040005,Haskell
462282,TX1040015,Haskell
462283,TX1040017,Haskell
462284,TX1040019,Haskell
462285,TX1050001,Hays
462286,TX1050002,Hays
462293,TX1050019,Hays
462380,WI1280577,Jefferson
462381,WI1280577,
462490,WI6561220,St. Croix
462491,WI6561220,
462534,WI1110066,Columbia
462535,WI1110066,
462560,WI1570113,Sauk
462561,WI1570113,
462570,WI1140016,Dodge
462571,WI1140016,
462574,WI4430494,Oconto
462575,WI4430494,
462652,WI1540188,Rock
462653,WI1540188,
462654,WI1540277,Rock
462655,WI1540277,
462662,WI1540339,Rock
462708,TX1050120,Hays
462717,TX1330112,Kerr
462732,TX1650044,Midland
462735,TX1650108,Midland
462840,WI4430240,
462897,WI1540339,
462917,WI4390392,Marquette
462918,WI4390392,
462950,TX1850003,Parmer
462951,TX1850009,Parmer
462960,TX1860029,Pecos
462983,TX2490064,Wise
462984,TX0730023,Falls
462985,TX1610022,Matagorda
462987,TX0850014,Garza
462989,TX0630014,Dickens
462995,TX2280036,Trinity
462996,TX0010001,Anderson
463011,TX0010030,Anderson
463013,TX0010036,Anderson
463023,TX0020001,Andrews
463170,TX0850020,Garza
463178,TX0620021,DeWitt
463182,TX1840171,Parker
463183,TX2050078,San Patricio
463203,TX0200668,Brazoria
463207,TX0850016,Garza
463236,WI2680214,Waukesha
463237,WI2680214,
463252,WI7500178,Portage
463253,WI7500178,
463256,WI3280021,Jefferson
463257,WI3280021,
463299,WI4690540,Waupaca
463300,WI4690540,
463309,WI1140439,Dodge
463310,WI1140439,
463355,WI4201529,Fond du Lac
463356,WI4201529,
463461,TX1500126,Llano
463466,TX1870165,Polk
463474,TX1870166,Polk
463479,TX1630048,Medina
463494,TX0270109,Burnet
463502,WI7720762,
463545,WI4050453,Brown
463546,WI4050453,
463547,WI4380549,Marinette
463548,WI4380549,
463577,TX1070004,Henderson
463578,TX1070005,Henderson
463583,TX1070019,Henderson
463596,TX1070069,Henderson
463653,WI6091181,Chippewa
463654,WI6091181,
463806,WI4700195,Waushara
463807,WI4700195,
463831,TX1070106,Henderson
463835,TX1070144,Henderson
463836,TX1070150,Henderson
463840,TX1070167,Henderson
463878,TX0030001,Angelina
463879,TX0030002,Angelina
463881,TX0030006,Angelina
463882,TX0030007,Angelina
463883,TX0030016,Angelina
463884,TX0030017,Angelina
463885,TX0030019,Angelina
463887,TX0030023,Angelina
463888,TX0030026,Angelina
463889,TX0030027,Angelina
463890,TX0030028,Angelina
463891,TX0030029,Angelina
463892,TX0030030,Angelina
463896,TX0030053,Angelina
463899,TX0030100,Angelina
463901,TX0040002,Aransas
463982,CO0123601,Garfield
463996,WI7500385,Portage
463997,WI7500385,
464046,055293303,
464059,WI1110601,Columbia
464060,WI1110601,
464115,TX0460265,Comal
464142,TX0040042,Aransas
464143,TX0050001,Archer
464146,TX0050012,Archer
464153,TX0070002,Atascosa
464168,TX0080019,Austin
464187,TX0090001,Bailey
464217,WI2461420,Ozaukee
464218,WI2461420,
464287,WI4690393,Waupaca
464288,WI4690393,
464343,WI8260183,Iron
464374,TX0200566,Brazoria
464377,TX0200570,Brazoria
464386,TX0200598,Brazoria
464387,TX0200599,Brazoria
464398,TX0200617,Brazoria
464400,TX0200624,Brazoria
464406,TX0210010,Brazos
464407,TX0210016,Brazos
464409,TX0210039,Brazos
464416,TX0220018,Brewster
464455,WI6170540,Dunn
464456,WI6170540,
464531,WI2460566,Ozaukee
464532,WI2460566,
464533,WI1250075,Iowa
464534,WI1250075,
464541,WI1540047,Rock
464542,WI1540047,
464632,WI6180231,Eau Claire
464633,WI6180231,
464675,WI2460112,Ozaukee
464676,WI2460112,
464777,WI6030227,Barron
464778,WI6030227,
464803,WI2520181,Racine
464804,WI2520181,
464829,TX0200535,Brazoria
464831,TX0200531,Brazoria
464913,WI7290461,Juneau
464914,WI7290461,
464927,WI6560131,St. Croix
464928,WI6560131,
465033,WI6320431,La Crosse
465034,WI6320431,
465039,LA1055103,Lafayette Parish
465043,WI1541519,Rock
465044,WI1541519,
465092,TX0680148,Ector
465098,TX0500043,Coryell
465111,TX1700632,Montgomery
465113,TX2510023,Yoakum
465115,TX0090011,Bailey
465120,TX0100015,Bandera
465129,TX0100030,Bandera
465148,WI6620424,Trempealeau
465149,WI6620424,
465277,MT0004774,Jefferson
465278,MT0004774,
465293,WI4390491,Marquette
465294,WI4390491,
465327,WI2460208,Ozaukee
465328,WI2460208,
465335,WI1570100,Sauk
465336,WI1570100,
465353,TX0220035,Brewster
465354,TX0230001,Briscoe
465355,TX0230002,Briscoe
465356,TX0230003,Briscoe
465359,TX0240001,Brooks
465364,TX0250004,Brown
465369,TX0250019,Brown
465371,TX0260002,Burleson
465372,TX0260005,Burleson
465373,TX0260006,Burleson
465394,WI6060214,Buffalo
465395,WI6060214,
465417,WI2522803,Racine
465418,WI2522803,
465432,WI7500166,Portage
465433,WI7500166,
465447,WI6090654,Chippewa
465448,WI6090654,
465469,NN0403011,
465485,WI7440099,Oneida
465486,WI7440099,
465508,WI6100337,Clark
465509,WI6100337,
465593,WI1570361,Sauk
465594,WI1570361,
465609,TX0260013,Burleson
465611,TX0260015,Burleson
465615,TX0260022,Burleson
465619,TX0260037,Burleson
465621,TX0260039,Burleson
465622,TX0270001,Burnet
465624,TX0270011,Burnet
465627,TX0270014,Burnet
465629,TX0270018,Burnet
465630,TX0270021,Burnet
465637,TX0270041,Burnet
465641,TX0270047,Burnet
465642,TX0270049,Burnet
465647,TX0270065,Burnet
465650,TX0270080,Burnet
465652,TX0270082,Burnet
465655,TX0270091,Burnet
465771,WI7010362,Adams
465772,WI7010362,
465842,WI1110260,Columbia
465843,WI1110260,
465869,TX1330111,Kerr
465879,TX1330133,Kerr
465882,TX1330135,Kerr
466198,WI7340366,Langlade
466199,WI7340366,
466242,TX0680245,Ector
466288,WI8660539,Washburn
466289,WI8660539,
466298,WI1110249,Columbia
466299,WI1110249,
466309,TX1870045,Polk
466316,TX1870064,Polk
466321,TX1870080,Polk
466328,TX1870105,Polk
466335,TX1870130,Polk
466343,TX1870149,Polk
466345,TX1870151,Polk
466364,TX1520317,Lubbock
466388,CO0207846,Boulder
466389,CO0207846,
466466,WI2670196,Washington
466467,WI2670196,
466557,WI4430004,Oconto
466558,WI4430004,
466590,WI6480568,Pierce
466632,TX0890001,Gonzales
466639,TX0900002,Gray
466640,TX0900003,Gray
466655,TX0360117,Chambers
466661,TX0200619,Brazoria
466668,TX1330121,Kerr
466828,TX1330154,Kerr
466836,TX1340001,Kimble
466840,TX1340019,Kimble
466841,TX1350001,King
466848,TX1830033,Panola
466860,WI1130437,Dane
466861,WI1130437,
466886,WI1250145,Iowa
466887,WI1250145,
466925,WI7720762,Wood
466926,TX1840018,Parker
466929,TX1840024,Parker
466941,WI6090676,Chippewa
466942,WI6090676,
467002,WI4700383,Waushara
467003,WI4700383,
467043,VT0000782,Windsor
467044,VT0000782,
467088,TX1930023,Real
467099,TX2130042,Somervell
467130,TX0260048,Burleson
467183,TX1840077,Parker
467205,TX1840130,Parker
467290,TX1880055,Potter
467294,TX1890011,Presidio
467295,TX1890012,Presidio
467297,TX1900001,Rains
467298,TX1900004,Rains
467299,TX1900009,Rains
467300,TX1900011,Rains
467302,TX1910002,Randall
467303,TX1910004,Randall
467304,TX1910005,Randall
467515,TX1650187,Midland
467518,TX1650188,Midland
467570,NC0114523,Caldwell
467571,NC0114523,
467574,CO0262152,Weld
467626,TX1070252,Henderson
467633,TX2000001,Runnels
467634,TX2000002,Runnels
467636,TX2000004,Runnels
467637,TX2000005,Runnels
467638,TX2010001,Rusk
467639,TX2010002,Rusk
467647,TX2010011,Rusk
467648,TX2010012,Rusk
467652,TX2010016,Rusk
467662,TX2010034,Rusk
467664,TX2010038,Rusk
467665,TX2010039,Rusk
467666,TX2010040,Rusk
467669,TX2010050,Rusk
467673,TX2010064,Rusk
467674,TX2010067,Rusk
467678,TX2020013,Sabine
467679,TX2020014,Sabine
467682,TX2020050,Sabine
467683,TX2020054,Sabine
467686,TX2020067,Sabine
467688,TX0910130,Grayson
467689,TX0910131,Grayson
467691,TX0920001,Gregg
467697,TX0920019,Gregg
467698,TX0920020,Gregg
467700,TX0920022,Gregg
467701,TX0920023,Gregg
467703,TX0920028,Gregg
467704,TX0920031,Gregg
467705,TX0920040,Gregg
467762,TX1130001,Houston
467764,TX1130003,Houston
467766,TX1130010,Houston
467834,MS0310003,Jasper
467835,MS0310004,Jasper
467886,TX1520265,Lubbock
467887,TX1050170,Hays
467910,TX1460173,Liberty
467911,TX1900015,Rains
467912,TX0590013,Deaf Smith
467913,TX1650131,Midland
467918,TX1410002,Lampasas
467919,TX1410028,Lampasas
467928,TX1430002,Lavaca
467937,TX1440006,Lee
467941,TX1450002,Leon
467952,TX0930034,Grimes
467959,TX0930048,Grimes
467960,TX0930049,Grimes
467963,TX0940001,Guadalupe
467964,TX0940002,Guadalupe
467966,TX0940015,Guadalupe
467969,TX0940022,Guadalupe
467974,TX0940091,Guadalupe
467986,TX0950057,Hale
467987,TX0950059,Hale
467988,TX0950064,Hale
467993,TX0960001,Hall
467994,TX0960002,Hall
467995,TX0960003,Hall
467999,TX0960014,Hall
468025,IL3034058,Mason
468032,TX1520274,Lubbock
468185,TX1450017,Leon
468257,TX1650197,Midland
468269,TX0130066,Bee
468280,TX1650119,Midland
468310,TX0460246,Comal
468396,OH0501812,Athens
468451,VT0005010,Addison
468452,VT0005010,
468461,VT0005018,Bennington
468462,VT0005018,
468583,AL0000073,Baldwin
468584,AL0000073,
468591,AL0000083,Barbour
468592,AL0000083,
468623,TX2030001,San Augustine
468627,TX2030006,San Augustine
468628,TX2030007,San Augustine
468629,TX2030010,San Augustine
468630,TX2030011,San Augustine
468631,TX2030013,San Augustine
468633,TX2030015,San Augustine
468634,TX2030023,San Augustine
468638,TX2040005,San Jacinto
468740,WI1541333,Rock
468741,WI1541333,
468881,TX2040024,San Jacinto
468890,TX2040051,San Jacinto
468892,TX2040054,San Jacinto
468898,TX2040067,San Jacinto
468901,TX2050003,San Patricio
468902,TX2050004,San Patricio
468903,TX2050005,San Patricio
468905,TX2050007,San Patricio
468931,TX0970001,Hamilton
468939,TX0990001,Hardeman
468940,TX0990002,Hardeman
468944,TX0990013,Hardeman
468950,TX1000016,Hardin
468993,WI7350512,Lincoln
468994,WI7350512,
469021,WI6630336,Vernon
469022,WI6630336,
469041,MS0340016,Jones
469134,WI4380885,Marinette
469135,WI4380885,
469208,TX1910024,Randall
469216,TX1910047,Randall
469230,TX1940002,Red River
469231,TX1940003,Red River
469232,TX1940004,Red River
469233,TX1940005,Red River
469234,TX1940008,Red River
469237,TX1950004,Reeves
469238,TX1070206,Henderson
469242,TX1070215,Henderson
469260,TX0680216,Ector
469427,WI4380442,Marinette
469428,WI4380442,
469429,WI4430493,Oconto
469430,WI4430493,
469500,TX2460157,Williamson
469508,TX1650117,Midland
469509,TX1650118,Midland
469513,TX0360126,Chambers
469522,TX1650122,Midland
469523,TX0820017,Frio
469599,VT0005046,Caledonia
469600,VT0005046,
469659,WI2681104,Waukesha
469660,WI2681104,
469661,WI6620372,Trempealeau
469662,WI6620372,
469667,WI4050468,Brown
469668,WI4050468,
469669,WI4050726,Brown
469670,WI4050726,
469799,MS0020002,Alcorn
469800,MS0020002,
469864,WI6480568,
469885,WI2460568,Ozaukee
469886,WI2460568,
470058,WI1110826,Columbia
470059,WI1110826,
470121,WI1140167,Dodge
470122,WI1140167,
470177,TX1070228,Henderson
470187,TX1070243,Henderson
470188,TX1080001,Hidalgo
470191,TX1080004,Hidalgo
470194,TX1080007,Hidalgo
470212,WI1281013,Jefferson
470213,WI1281013,
470246,WI4390651,Marquette
470247,WI4390651,
470324,MS0420035,Leflore
470328,MS0250003,Hinds
470329,MS0250003,
470331,MS0250005,Hinds
470332,MS0250008,Hinds
470333,MS0250008,
470335,MS0250012,Hinds
470336,MS0250012,
470340,MS0250020,Hinds
470341,MS0250020,
470343,MS0250022,Hinds
470344,MS0250023,Hinds
470345,MS0250024,Hinds
470346,MS0250025,Hinds
470348,MS0250029,Hinds
470425,WI4201490,Fond du Lac
470426,WI4201490,
470432,TX1080010,Hidalgo
470435,TX1080022,Hidalgo
470436,TX1080023,Hidalgo
470437,TX1080029,Hidalgo
470438,TX1080033,Hidalgo
470439,TX1080034,Hidalgo
470441,TX1080067,Hidalgo
470442,TX1080075,Hidalgo
470444,TX1080147,Hidalgo
470445,TX1080213,Hidalgo
470453,TX1090001,Hill
470465,TX1090017,Hill
470466,TX1090018,Hill
470473,TX1090030,Hill
470474,TX1090035,Hill
470478,TX1090041,Hill
470482,TX1090048,Hill
470487,TX1090068,Hill
470550,WI2683099,Waukesha
470600,MS0260017,Holmes
470616,MS0280001,Issaquena
470618,MS0290002,Itawamba
470635,MS0300044,Jackson
470673,TX2510025,Yoakum
470683,TX1520279,Lubbock
470688,TX1650137,Midland
470693,WI1141327,Dodge
470694,WI1141327,
470734,TX1460146,Liberty
470772,TX0110001,Bastrop
470777,TX0110020,Bastrop
470783,TX0120004,Baylor
470791,WI2683099,
470862,VT0005126,Franklin
470863,VT0005126,
470995,WI7640856,Vilas
470996,WI7640856,
471013,WI6030913,Barron
471014,WI6030913,
471041,WI4690437,Waupaca
471042,WI4690437,
471077,WI4590890,Shawano
471078,WI4590890,
471099,WI6320435,La Crosse
471100,WI6320435,
471113,WI1140790,Dodge
471114,WI1541739,Rock
471115,WI1541739,
471254,WI1110109,Columbia
471255,WI1110109,
471275,MS0450003,Madison
471276,MS0450004,Madison
471280,MS0450007,Madison
471328,WI4360657,Manitowoc
471329,WI4360657,
471342,TX1960003,Refugio
471385,WI4360431,Manitowoc
471386,WI4360431,
471407,WI2650058,Walworth
471408,WI2650058,
471422,TX1100001,Hockley
471423,TX1100002,Hockley
471425,TX1100004,Hockley
471426,TX1100010,Hockley
471427,TX1100011,Hockley
471428,TX1100030,Hockley
471429,TX1100039,Hockley
471430,TX1100040,Hockley
471432,TX1110001,Hood
471434,TX1110004,Hood
471448,WI1571054,Sauk
471449,WI1571054,
471456,WI6030961,Barron
471457,WI6030961,
471490,WI1131516,Dane
471491,WI1131516,
471526,TX1470001,Limestone
471527,TX1470002,Limestone
471535,TX1470011,Limestone
471544,TX1470031,Limestone
471548,TX1480003,Lipscomb
471570,TX1650130,Midland
471575,TX0280003,Caldwell
471577,TX0280013,Caldwell
471581,TX0290002,Calhoun
471582,TX0290003,Calhoun
471584,TX0290005,Calhoun
471585,TX0290007,Calhoun
471586,TX0290027,Calhoun
471590,TX0290051,Calhoun
471594,TX0290065,Calhoun
471595,TX0300001,Callahan
471596,TX0300002,Callahan
471598,TX0300005,Callahan
471631,TX0910033,Grayson
471635,TX0910035,Grayson
471636,TX0910037,Grayson
471637,TX0910038,Grayson
471643,TX0910052,Grayson
471650,TX0910085,Grayson
471654,TX0910126,Grayson
471681,TX1110032,Hood
471711,TX1110102,Hood
471726,TX1120014,Hopkins
471728,TX1120016,Hopkins
471810,VT0005137,Grand Isle
471811,VT0005137,
471818,VT0005151,Lamoille
471819,VT0005151,
471834,TX0300015,Callahan
471837,TX0310003,Cameron
471839,TX0310005,Cameron
471840,TX0310006,Cameron
471841,TX0310007,Cameron
471842,TX0310008,Cameron
471843,TX0310009,Cameron
471844,TX0310021,Cameron
471846,TX1370003,Kleberg
471847,TX1370006,Kleberg
471848,TX1370007,Kleberg
471850,TX1370028,Kleberg
471857,TX1380001,Knox
471858,TX1380002,Knox
471859,TX1380003,Knox
471860,TX1380006,Knox
471861,TX1380009,Knox
471862,TX1380011,Knox
471863,TX1380012,Knox
471864,TX1390001,Lamar
471868,TX1390004,Lamar
471872,TX1390013,Lamar
471873,TX1390014,Lamar
471874,TX1390015,Lamar
471875,TX1400002,Lamb
471878,TX1400005,Lamb
471881,TX1400010,Lamb
471885,TX1400026,Lamb
471887,TX1410001,Lampasas
471914,WI1140058,Dodge
471915,WI1140058,
471920,WI1140151,Dodge
471921,WI1140151,
471922,WI1140155,Dodge
471923,WI1140155,
471950,WI4240410,Green Lake
471951,WI4240410,
471966,WI6620379,Trempealeau
471967,WI6620379,
472024,WI2460289,Ozaukee
472025,WI2460289,
472090,PA3480375,Northampton
472180,WI6620317,Trempealeau
472181,WI6620317,
472258,050593911,
472286,TX1960004,Refugio
472364,WI1540114,Rock
472365,WI1540114,
472387,AL0000257,Clarke
472388,AL0000257,
472389,AL0000262,Clarke
472390,AL0000262,
472391,AL0000264,Clay
472392,AL0000264,
472395,AL0000268,Clay
472396,AL0000268,
472397,AL0000270,Clay
472398,AL0000270,
472403,AL0000277,Cleburne
472404,AL0000277,
472407,AL0000283,Cleburne
472408,AL0000283,
472411,AL0000295,Coffee
472412,AL0000295,
472438,AL0000321,Colbert
472439,AL0000321,
472544,WI7640800,Vilas
472545,WI7640800,
472598,TX1520158,Lubbock
472599,TX1520159,Lubbock
472600,TX1520184,Lubbock
472601,TX1520185,Lubbock
472602,TX1520188,Lubbock
472605,TX1520192,Lubbock
472606,TX1520198,Lubbock
472607,TX1520210,Lubbock
472609,TX1520217,Lubbock
472610,TX1520219,Lubbock
472612,TX1520232,Lubbock
472614,TX1520236,Lubbock
472616,TX1520247,Lubbock
472617,TX1520250,Lubbock
472676,TX0390026,Clay
472685,TX0680227,Ector
472686,TX1520294,Lubbock
472854,TX1530002,Lynn
472855,TX1530003,Lynn
472856,TX1530004,Lynn
472857,TX1530005,Lynn
472859,TX1540001,McCulloch
472860,TX1540002,McCulloch
472861,TX1540003,McCulloch
472862,TX1540004,McCulloch
472863,TX1540007,McCulloch
472864,TX1540012,McCulloch
472865,TX1550001,McLennan
472867,TX1550004,McLennan
472868,TX1550005,McLennan
472871,TX1550009,McLennan
472872,TX1550010,McLennan
472873,TX1550011,McLennan
472874,TX1550016,McLennan
472881,TX1550025,McLennan
472883,TX1550027,McLennan
472890,TX1550036,McLennan
472891,TX1550037,McLennan
472894,TX1550040,McLennan
472897,TX1550048,McLennan
472909,WI2520200,Racine
472910,WI2520200,
472921,WI4080005,Calumet
472922,WI4080005,
472929,TX1840182,Parker
472936,MO6036375,Lincoln
472961,TX1010148,Harris
473006,TX1010011,Harris
473073,CA2400346,Merced
473074,CA2400346,
473081,PA2660836,Wyoming
473117,WI7010289,Adams
473118,WI7010289,
473154,WI6030572,Barron
473155,WI6030572,
473166,WI6420254,Monroe
473167,WI6420254,
473203,WI4710594,Winnebago
473204,WI4710594,
473211,WI6030295,Barron
473212,WI6030295,
473247,TX1010016,Harris
473269,TX1010100,Harris
473291,NC2013029,Cabarrus
473292,NC2013029,
473294,TX1160028,Hunt
473297,TX1160039,Hunt
473299,TX1160052,Hunt
473302,TX1160064,Hunt
473326,MS0450013,Madison
473327,MS0450013,
473408,WI6270350,Jackson
473409,WI6270350,
473416,WI6320549,La Crosse
473417,WI6320549,
473554,TX1180002,Irion
473555,TX1190001,Jack
473556,TX1190002,Jack
473564,TX1200008,Jackson
473579,TX1210014,Jasper
473595,TX1220001,Jeff Davis
473602,TX1220012,Jeff Davis
473629,AL0000551,Elmore
473630,AL0000551,
473663,VT0005228,Rutland
473664,VT0005228,
473665,VT0005229,Rutland
473666,VT0005229,
473705,KY0300450,Daviess
473753,MS0600004,Quitman
473760,MS0600012,Quitman
473771,TX0310026,Cameron
473780,TX0310096,Cameron
473785,TX0320002,Camp
473850,TX1550127,McLennan
473863,TX1570003,Madison
473887,AL0000573,Etowah
473888,AL0000573,
473912,WI7500269,Portage
473913,WI7500269,
473914,WI2680624,Waukesha
473915,WI2680624,
473918,WI4450337,Outagamie
473928,TX1010241,Harris
474031,TX0330013,Carson
474033,TX0340001,Cass
474034,TX0340002,Cass
474035,TX0340003,Cass
474038,TX0340005,Cass
474041,TX0340017,Cass
474042,TX0340018,Cass
474044,TX0340041,Cass
474047,TX0340066,Cass
474048,TX0340067,Cass
474049,TX0340068,Cass
474052,TX0350002,Castro
474054,TX0360001,Chambers
474056,TX0360004,Chambers
474058,TX0360017,Chambers
474059,TX0360023,Chambers
474061,TX0360027,Chambers
474062,TX0360028,Chambers
474064,TX0360040,Chambers
474071,TX0360065,Chambers
474073,TX0360074,Chambers
474075,TX0360084,Chambers
474077,TX0360090,Chambers
474141,WI6420420,Monroe
474142,WI6420420,
474143,WI6420455,Monroe
474144,WI6420455,
474185,TX1010312,Harris
474187,TX1010317,Harris
474216,TX1010422,Harris
474217,TX1010426,Harris
474221,TX1010432,Harris
474224,TX1010440,Harris
474239,TX0130001,Bee
474247,TX0140003,Bell
474248,TX0140004,Bell
474249,TX0140005,Bell
474252,TX0140006,Bell
474253,TX0140007,Bell
474255,TX0140019,Bell
474257,TX0140023,Bell
474258,TX0140024,Bell
474277,WI4690321,Waupaca
474278,WI4690321,
474297,WI4690391,Waupaca
474298,WI4690391,
474414,TX1600001,Mason
474415,TX1610001,Matagorda
474421,TX1610013,Matagorda
474423,TX1610016,Matagorda
474429,TX1880058,Potter
474451,TX1650142,Midland
474457,TX1520286,Lubbock
474466,TX2170004,Stonewall
474477,WI2651900,Walworth
474478,WI2651900,
474492,TX0140025,Bell
474493,TX0140027,Bell
474498,TX0140037,Bell
474502,TX0140116,Bell
474504,TX0140149,Bell
474512,TX0150040,Bexar
474518,TX0150092,Bexar
474522,TX0150115,Bexar
474527,TX0150138,Bexar
474547,TX1230003,Jefferson
474548,TX1230004,Jefferson
474550,TX1230006,Jefferson
474552,TX1230010,Jefferson
474554,TX1230020,Jefferson
474557,TX1230038,Jefferson
474558,TX1230039,Jefferson
