PWSID,FACILITY_ID,FACILITY_NAME,FACILITY_ACTIVITY_CODE,FACILITY_TYPE_CODE,WATER_TYPE_CODE
AR0000143,2742,DYER WATERWORKS,A,DS,
AR0000143,556,MASTER METER,A,TP,
AL0000083,2608,WELL #4 + TREATMENT PLANT,A,TP,
AL0000257,5783,DISTRIBUTION SYSTEM,A,DS,
AL0000257,388,PERRY CHAPEL TANK,A,ST,
AL0000257,389,ROCKVILLE TANK,A,ST,
AL0000823,6175,DISTRIBUTION SYSTEM,A,DS,
AL0000828,6177,DISTRIBUTION SYSTEM,A,DS,
AR0000144,2743,ALMA WATERWORKS,A,DS,
AR0000144,2511,LAKE ALMA,A,IN,SW
IL0670650,46025,SCHOOL LEAD SAMPLING,A,DS,
PA6620021,003,WELL#1A,A,WL,GW
PA7380439,100,HOUSE BASEMENT,A,SS,
AL0000893,6210,DISTRIBUTION SYSTEM,A,DS,
AZ0407633,9512,EPDS001,A,SS,
CA2700552,1,WELL 01,I,WL,GW
AZ0411106,1573,XTP001 - CL2,I,TP,
KS2008706,9178,STORAGE TANK 02,A,ST,
KS2009302,9141,TEST WELL 0601 PLUGGED,I,WL,GW
KS2009302,9171,TP005,A,TP,
AZ0411378,10266,POE001 SYSTEM GENERATED - OTHER,I,OT,
AZ0411383,10269,EPDS001,A,SS,
NE3114701,14360,BLENDING STATION,A,PF,
NE3114702,14359,BLENDING STATION CLEARWELL,A,ST,
AZ0407624,9510,EPDS001,A,SS,
AZ0407624,5587,WL-55-614057,A,WL,GW
AZ0407630,14133,DISTRIBUTION SYSTEM,A,DS,
AZ0407630,930,TP001 - SURFACE WATER,A,TP,
AZ0407026,99,EPDS001,A,SS,
AZ0407026,9127,EPDS002,A,SS,
AZ0407026,5501,WL-55-087697 - 3,A,WL,GW
AZ0407525,16662,EPDS001,A,SS,
AZ0404869,76,EPDS001,A,SS,
AZ0404869,6306,WL-55-600859 - GRAPEVINE,A,WL,GW
AZ0413193,6720,WL-55-523525,A,WL,GW
AZ0414014,10646,EPDS001,A,SS,
AZ0414015,15294,DISTRIBUTION SYSTEM,A,DS,
AZ0414015,1187,TP001 - CL2,A,TP,
AZ0414015,6275,XWL-55-510272 - 2,I,WL,GW
AZ0414018,373,EPDS001,A,SS,
AZ0414018,3732,XWL-55-512046,I,WL,GW
AZ0414018,3731,WL-55-802793,A,WL,GW
AZ0414022,8480,EPDS001,A,CW,
AZ0414022,12777,DISTRIBUTION SYSTEM,A,DS,
AZ0414022,645,TP001,A,TP,
AZ0414024,8481,XEPDS001,I,CW,
AZ0411092,10208,EPDS001,A,SS,
AZ0411092,6586,XWL-55-800952,I,WL,GW
AZ0420583,10896,EPDS001,A,SS,
AZ0420583,10898,EPDS003,A,SS,
AZ0420583,10900,EPDS008,A,SS,
AZ0420583,10901,EPDS009,A,SS,
AZ0410076,7320,WL-55-619950 - WANDA,A,WL,GW
AZ0410076,5972,WL-55-620988 - MOORE,A,WL,GW
AZ0407633,6855,XWL-55-087247,I,WL,GW
AZ0403008,7728,WL-55-559572 - FOXGLENN,A,WL,GW
AZ0403008,7727,WL-55-560805 - CONTINENTAL,A,WL,GW
AZ0403008,4751,WL-55-606199 - LAKE MARY 5,A,WL,GW
AZ0403008,4743,WL-55-606202 - WOODY MTN 2,A,WL,GW
AZ0403008,5017,WL-55-606203 - WOODY MTN 3,A,WL,GW
AZ0403008,4736,WL-55-606204 - WOODY MTN 4,A,WL,GW
AZ0403008,4746,WL-55-606207 - WOODY MTN 7,A,WL,GW
AZ0403008,4749,WL-55-606210 - INNER BASIN 11,A,WL,GW
AZ0403010,12836,DISTRIBUTION SYSTEM,A,DS,
AZ0413046,10397,EPDS001,A,SS,
AZ0413046,10398,EPDS002,A,SS,
AZ0413008,6285,WL-55-604624 - 1,A,WL,GW
AZ0413193,10522,EPDS001,A,SS,
AZ0409025,9735,XEPDS001,I,SS,
AZ0409025,9736,XEPDS002,I,SS,
AZ0409025,2818,XWL-55-629078 - 1,I,WL,GW
AZ0407305,1674,XTP004 - CL2,I,TP,
AZ0407305,1675,TP005 - CL2,A,TP,
AZ0407305,1676,XTP006 - CL2,I,TP,
AZ0407305,4659,XWL-55-507978 - 13,I,WL,GW
AZ0407305,4314,WL-55-609886 - 10,A,WL,GW
AZ0407307,9426,EPDS001,A,SS,
CA0910010,1,SIERRA GOLF & CC WPT - TREATED,I,TP,
CA0910010,2,SIERRA GOLF & CC WTP - RAW,I,IN,SW
AZ0407030,9128,EPDS001,A,SS,
AZ0407030,14982,DISTRIBUTION SYSTEM,A,DS,
AZ0407030,3086,WL-55-639586,A,WL,GW
AZ0407095,9273,XEPDS305,I,SS,
AZ0407095,9280,XEPDS404,I,SS,
AZ0407095,15746,"TP004 - CL2, AS",A,TP,
AZ0407095,15747,TP003 - CL2,A,TP,
AZ0405005,9057,XEPDS010,I,SS,
AZ0405005,4797,WL-55-607104 - MORRIS 2,A,WL,GW
AZ0405005,4794,WL-55-607581 - ALDER,A,WL,GW
AZ0405005,6596,WL-55-629193 - CARRASCO,A,WL,GW
AZ0405005,6597,XWL-55-805753 - SMITH,I,WL,GW
AZ0407906,17026,EPDS001,A,SS,
AZ0407095,15785,TP002 - VAL VISTA,A,TP,
AZ0407095,6452,WL-55-508798 - CITY WELL 20,A,WL,GW
AZ0407095,6460,WL-55-511595 - DESERT WELL 9,A,WL,GW
AZ0407095,6453,XWL-55-512354 - CITY WELL 21,I,WL,GW
AZ0407095,6455,WL-55-517843 - CITY WELL 22,A,WL,GW
AZ0407095,7512,WL-55-564333 - DESERT WELL 15,A,WL,GW
AZ0407095,5417,XWL-55-629604 - CITY WELL 13,I,WL,GW
AZ0407095,5442,XWL-55-629611 - FALCON FIELD 4,I,WL,GW
AZ0407095,6458,WL-55-629614 - DESERT WELL 6,A,WL,GW
AZ0411097,10210,EPDS001,A,SS,
AZ0411097,10211,XEPDS002,I,SS,
AZ0411097,880,TP001 - AS,A,TP,
AZ0411097,2622,XWL-55-618745 - 7,I,WL,GW
AZ0411100,10212,EPDS001,A,SS,
AZ0411100,2643,XWL-55-627789 - BACKUP,I,WL,GW
AZ0411106,10214,EPDS001,A,SS,
NM3511707,8693,WEST MESA STORAGE TANK,A,ST,
NM3511707,8691,AIRPORT ELEVATED STORAGE TANK,A,ST,
AZ0403017,15110,DISTRIBUTION SYSTEM,A,DS,
AZ0403021,8783,EPDS001,A,SS,
AZ0403021,1298,TP001 - CL2,A,TP,
AZ0414004,6949,XWL-55-543192 - 27,I,WL,GW
AZ0414004,7308,XWL-55-559652 - 35,I,WL,GW
AZ0414004,7429,WL-55-562251 - 36,A,WL,GW
AZ0414004,8149,XWL-55-621475,I,WL,GW
AZ0413046,4201,WL-55-616653 - RIMROCK 2,A,WL,GW
AZ0413046,4204,WL-55-803288 - MONTEZUMA HAVEN 2,A,WL,GW
AZ0413046,7762,XWL-55-803289 - MONTEZUMA HAVEN 1,I,WL,GW
AZ0414024,514,"TP001 - CL2, CLO2",A,TP,
AZ0414032,10647,EPDS001,A,SS,
AZ0413012,10356,EPDS005,A,SS,
AZ0413012,10357,XEPDS006,I,SS,
AZ0413012,10358,XEPDS007,I,SS,
AZ0414044,14249,DISTRIBUTION SYSTEM,A,DS,
AZ0413052,324,EPDS001,A,SS,
AZ0413052,6253,XWL-55-623783 - 3,I,WL,GW
AZ0407518,9496,XEPDS001,I,SS,
AZ0407518,13515,XDISTRIBUTION SYSTEM,I,DS,
AZ0407129,9373,XEPDS001,I,SS,
VA2043629,37103,ENTRY POINT - WELL 2,I,SS,
VA2770900,37092,HIDDEN VALLEY WELL 2 TP,I,TP,
VA2770900,37088,ARLINGTON HILLS 3 WELL TP,I,TP,
VA2770900,37089,CAMPBELL HILLS WELL 2 TP,I,TP,
AZ0407092,6316,WL-55-510941 - 7,A,WL,GW
AZ0407092,6317,WL-55-534889 - 14,A,WL,GW
AZ0411132,10240,EPDS001,A,SS,
AZ0411132,11888,DISTRIBUTION SYSTEM,A,DS,
AZ0411201,10242,XEPDS002,I,SS,
AZ0411201,14440,DISTRIBUTION SYSTEM,A,DS,
AZ0411201,5873,XWL-55-635639 - 2,I,WL,GW
AZ0411204,10244,EPDS001,A,SS,
AZ0403088,8822,EPDS001,A,SS,
NM3511707,9700,BOOSTER PUMP FACILITY #1  (WM),I,PF,
WV3301811,18734,SPENCER ROAD (FORMERLY RT 33) TANK,A,ST,
WV3301811,18735,SAYER BOOSTER STATION,A,PF,
WV3301811,18736,EVANS (FORMERLY ROUSH) BOOSTER STATION,A,PF,
AZ0414004,6947,WL-55-538054 - 23,A,WL,GW
AZ0413412,5116,XWL-55-525055,I,WL,GW
AZ0413419,359,EPDS001,A,SS,
AZ0413419,5153,WL-55-606428,A,WL,GW
AZ0413425,10620,EPDS001,A,SS,
AZ0413425,12053,DISTRIBUTION SYSTEM,A,DS,
AZ0410063,9837,XEPDS002,I,SS,
AZ0410076,9846,EPDS001,A,SS,
AZ0411004,251,EPDS001,A,SS,
AZ0411004,252,XEPDS002,I,SS,
AZ0411004,10154,XEPDS003,I,SS,
AZ0411004,11314,XCC001 - 07095,I,CC,SW
AZ0411004,14602,DISTRIBUTION SYSTEM,A,DS,
AZ0411004,15924,TP003 - CL2,A,TP,
AZ0411004,7622,WL-55-565551 - 15,A,WL,GW
AZ0411004,8113,WL-55-572660 - 16,A,WL,GW
AZ0411005,253,EPDS001,A,SS,
AZ0415497,11043,IN-C154970SI - COL RIVER,A,IN,SW
AZ0415497,8498,EPDS001,A,CW,
AZ0411038,265,EPDS001,A,SS,
AZ0411038,14094,DISTRIBUTION SYSTEM,A,DS,
AZ0411038,1659,XTP001 - CL2,I,TP,
AZ0411038,4954,WL-55-623406 - EAST 2,A,WL,GW
AZ0411039,15530,DISTRIBUTION SYSTEM,A,DS,
AZ0411042,10182,EPDS001,A,SS,
AZ0411042,10183,XEPDS002,I,SS,
AZ0411042,14824,DISTRIBUTION SYSTEM,A,DS,
AZ0411043,10184,XEPDS001,I,SS,
AZ0411043,4964,XWL-55-609350 - QUAIL HOLLOW - #1,I,WL,GW
AZ0407090,12888,DISTRIBUTION SYSTEM,A,DS,
AZ0407090,670,TP001 - SURFACE WATER,A,TP,
OR4101399,23551,TP FOR WELL,A,TP,
AL0001790,7479,CENTRAL ELMORE WATER AUTHORITY,A,CC,SW
AL0001790,6779,DISTRIBUTION SYSTEM,A,DS,
AL0001791,6780,DISTRIBUTION SYSTEM,A,DS,
AZ0407039,9138,EPDS001,A,SS,
AZ0403008,35,XEPDS001,I,SS,
AZ0413351,10592,EPDS001,A,SS,
AZ0413351,6700,WL-55-649823 - 2 - MAIN,A,WL,GW
AZ0413363,10595,EPDS001,A,SS,
AZ0413363,10596,XEPDS002,I,SS,
AZ0414098,10659,EPDS001,A,SS,
AZ0410076,9850,EPDS010,A,SS,
AZ0407092,6884,WL-55-542431 - 15,A,WL,GW
AZ0407092,7509,WL-55-569399 - POWER RANCH,A,WL,GW
AZ0407169,9382,EPDS001,A,SS,
AZ0407169,7830,WL-55-618636,A,WL,GW
AZ0407254,16307,EPDS001,A,SS,
AZ0411301,283,XEPDS001,I,SS,
AZ0411301,6424,XWL-55-803963 - 1,I,WL,GW
AZ0411303,10248,EPDS001,A,SS,
AZ0411303,4153,WL-55-522505,A,WL,GW
AZ0411315,284,EPDS001,A,SS,
AZ0411315,4976,XWL-55-645464,I,WL,GW
AZ0411321,10252,EPDS001,A,SS,
AZ0410076,9851,EPDS011,A,SS,
AZ0410076,9853,XEPDS013,I,SS,
AZ0415464,10761,EPDS002,A,SS,
AZ0415476,10768,POE001 SYSTEM GENERATED - OTHER,I,OT,
AZ0420331,10838,EPDS001,A,SS,
AZ0420331,857,TREATMENT PLANT GW001,A,TP,
CA2910003,1,A WELL,I,WL,GW
CA2910003,2,B WELL - INACTIVE,I,WL,GW
CA2910003,14,MARTIS VALLEY WELL - TREATED WATER  XCLD,I,WH,
CA2910003,3,MCGLASHEN SPRINGS - INACTIVE,I,WL,GW
CA2910003,4,NEW DONNER CREEK WELL - INACTIVE,I,WL,GW
CA2910003,5,NORTHSIDE WELL,I,WL,GW
CA2910003,13,NORTHSIDE WELL - TREATED WATER      XCLD,I,WH,
CA2910003,9,SOUTHSIDE WELL 01 - INACTIVE,I,WL,GW
CA2910003,10,SOUTHSIDE WELL 02,I,WL,GW
CA2910003,11,TONINI SPRINGS - INACTIVE,I,WL,GW
AZ0415115,16686,EPDS001,A,SS,
AZ0415356,402,EPDS001,A,SS,
AZ0410260,10112,EPDS001,A,SS,
AZ0413433,10626,EPDS001,A,SS,
AZ0413433,7236,WL-55-624527,A,WL,GW
AZ0411131,280,EPDS001,A,SS,
AZ0415356,5752,WL-55-500354 - WELL 4,A,WL,GW
AZ0415356,5079,WL-55-806736 - WELL 2,A,WL,GW
AZ0415370,10743,POE001 SYSTEM GENERATED - OTHER,I,OT,
AZ0415370,12830,SYSTEM GENERATED - DISTRIBUTION SYSTEM,I,DS,
AZ0404372,75,EPDS001,A,SS,
AZ0404392,9037,POE001 SYSTEM GENERATED - OTHER,I,OT,
AZ0404392,14341,SYSTEM GENERATED - DISTRIBUTION SYSTEM,I,DS,
AZ0404392,4105,WL-55-808394 - SPUR BAR,I,WL,GW
AZ0415011,1022,TP001,A,TP,
AZ0415023,389,EPDS001,A,SS,
AZ0415023,14009,DISTRIBUTION SYSTEM,A,DS,
AZ0408072,9636,EPDS001,A,SS,
AZ0408072,16612,XWL-55-080720,I,WL,GW
AZ0408077,189,EPDS001,A,SS,
ART001110,3728,ARK STATE PARK MT MAGAZINE,A,DS,
ART001110,783,BOONEVILLE MM,I,TP,
ART001110,4377,BOONEVILLE WATERWORKS,A,CC,SW
AZ0413316,10574,EPDS001,A,SS,
AZ0413316,13551,DISTRIBUTION SYSTEM,A,DS,
AZ0413316,2428,WL-55-629304,A,WL,GW
AZ0413320,10576,EPDS001,A,SS,
AZ0407001,93,EPDS001,A,SS,
AZ0403008,8774,EPDS004,A,SS,
AZ0403008,14891,DISTRIBUTION SYSTEM,A,DS,
AZ0403008,6477,WL-55-532282 - LAKE MARY 9,A,WL,GW
CA2000834,1,WELL 01,I,WL,GW
AZ0411052,269,EPDS001,A,SS,
AZ0411060,271,EPDS001,A,SS,
AZ0411069,11320,CC001 - 11038,I,CC,GW
AZ0413025,6933,WL-55-530748 - 9,A,WL,GW
KS2005712,9192,NO STORAGE TANK 02,I,ST,
KS2006106,9193,STORAGE TANK 01,A,ST,
PA1150019,102,LOT 32 OUTSIDE TAP,I,SS,
AZ0409001,14823,DISTRIBUTION SYSTEM,A,DS,
AZ0409001,6445,XWL-55-529778,I,WL,GW
AZ0413038,10384,EPDS001,A,SS,
AZ0413038,10385,XEPDS002,I,SS,
AZ0413039,317,XEPDS002,I,SS,
AZ0413039,10386,XEPDS003,I,SS,
AZ0413039,318,XEPDS004,I,SS,
AZ0413039,6345,WL-55-522746 - LUCAS,A,WL,GW
AZ0413039,6347,WL-55-528627 - CLIFF,A,WL,GW
AZ0413039,6348,WL-55-528954 - GATE,A,WL,GW
AZ0413039,6354,WL-55-618010 - GRAPEVINE 2,A,WL,GW
AZ0413039,6353,WL-55-618011 - GRAPEVINE 1,A,WL,GW
AZ0413041,10389,EPDS002,A,SS,
AZ0413041,10390,EPDS003,A,SS,
AZ0413041,12478,DISTRIBUTION SYSTEM,A,DS,
AZ0413041,4336,WL-55-603920 - 3,A,WL,GW
AZ0413042,319,EPDS001,A,SS,
AZ0413042,2481,WL-55-629055 - ARTISIAN 1,A,WL,GW
AZ0413042,7761,WL-55-629056 - 2,A,WL,GW
AZ0411031,4955,WL-55-605291 - 2,A,WL,GW
AZ0411035,10180,EPDS001,A,SS,
AZ0411035,2645,WL-55-627463 - KELVIN SIMMONS,A,WL,GW
AZ0411036,15265,DISTRIBUTION SYSTEM,A,DS,
AZ0413121,10473,XEPDS001,I,SS,
AZ0413121,10474,EPDS002,A,SS,
AZ0413121,14467,DISTRIBUTION SYSTEM,A,DS,
AZ0413122,10475,EPDS001,A,SS,
AZ0413122,2438,WL-55-606606,A,WL,GW
AZ0413126,334,EPDS001,A,SS,
AZ0413126,13171,DISTRIBUTION SYSTEM,A,DS,
AZ0413126,6382,WL-55-611627 - CB3,A,WL,GU
AZ0413126,6383,WL-55-611628 - HOFREITER,A,WL,GU
AZ0413126,6384,WL-55-611629 - CB5A,A,WL,GU
AZ0413126,6385,WL-55-611630 - CB5B,A,WL,GU
AZ0413126,6387,WL-55-611632 - CB9A,A,WL,GU
AZ0413126,6391,WL-55-611636 - WILLIAMS,A,WL,GU
AZ0413126,6392,WL-55-611637 - AIRPORT,A,WL,GU
KS2020506,9199,STORAGE TANK 02,A,ST,
AZ0409088,16637,EPDS001,A,SS,
OH8400712,44051,HIGH SERVICE,A,PF,
AZ0407286,9415,EPDS001,A,SS,
AZ0410076,9857,XEPDS025,I,SS,
AZ0410076,9859,EPDS027,A,SS,
AZ0415023,4878,WL-55-631257 - 1,A,WL,GW
AZ0415026,390,EPDS001,A,SS,
AZ0415026,3675,WL-55-501879 - 2,A,WL,GW
AZ0415027,11037,IN-C150270SI,A,IN,SW
AZ0415027,14252,DISTRIBUTION SYSTEM,A,DS,
KS2006106,9194,STORAGE TANK 02,A,ST,
AZ0411328,286,EPDS001,A,SS,
AZ0411334,10255,EPDS001,A,SS,
AZ0404006,7770,WL-55-635776 - 1,A,WL,GW
AZ0404006,4820,WL-55-635779 - 5,A,WL,GW
AZ0404006,4823,WL-55-635780 - 2,A,WL,GW
AZ0410006,9793,XEPDS001,I,SS,
AZ0410006,9794,XEPDS002,I,SS,
AZ0410006,9796,XEPDS005,I,SS,
AZ0410006,9797,XEPDS006,I,SS,
AZ0410006,9798,XEPDS008,I,SS,
AZ0410006,9799,XEPDS009,I,SS,
AZ0410006,15122,DISTRIBUTION SYSTEM,A,DS,
AZ0410006,15974,XTP008 - CL2,I,TP,
AZ0410006,3094,XWL-55-623953 - 6,I,WL,GW
AZ0410006,4432,XWL-55-626903 - 2,I,WL,GW
AZ0410006,6292,XWL-55-564890 - 9,I,WL,GW
AZ0410006,4485,WL-55-626905 - 4,A,WL,GW
AZ0420098,10812,EPDS001,A,SS,
AZ0420098,13198,DISTRIBUTION SYSTEM,A,DS,
AZ0420098,2005,WL-55-639381,A,WL,GW
KS2006503,9174,STORAGE TANK 02,A,ST,
AZ0413105,10454,EPDS001,A,SS,
AZ0413105,10455,EPDS002,A,SS,
AZ0413106,10456,XEPDS001,I,SS,
AZ0413106,10457,EPDS002,A,SS,
AZ0413106,10458,EPDS003,A,SS,
AZ0413106,10459,EPDS004,A,SS,
AZ0413106,10460,XEPDS005,I,SS,
AZ0413106,10461,EPDS006,A,SS,
AZ0413106,7041,WL-55-507639 - 7-1,A,WL,GW
AZ0413106,7042,WL-55-528744 - 8-2,A,WL,GW
AZ0413106,2451,XWL-55-609334 - 8-1,I,WL,GW
AZ0413108,10462,EPDS001,A,SS,
AZ0413108,6699,WL-55-605160,A,WL,GW
AZ0413113,10467,XEPDS001,I,SS,
AZ0413116,10472,EPDS001,A,SS,
NM3511707,8696,TREATMENT PLANT #5  (WM),I,TP,
NM3511707,1208,TREATMENT PLANT #3 (WM),I,TP,
NM3511707,3814,WELL #36,A,WL,GW
NM3591116,13733,TREATMENT PLANT #2 (UV),A,TP,
AZ0413345,10588,EPDS001,A,SS,
AZ0413345,5145,XWL-MF119 - NELSON OLD PLAN,I,WL,GW
AZ0412019,10310,EPDS001,A,SS,
AZ0412019,2521,WL-55-635574,A,WL,GW
AZ0412025,10312,XEPDS006,I,SS,
AZ0412025,1469,XTP005 - CL2,I,TP,
AZ0412029,10314,EPDS001,A,SS,
OR4101399,23550,COMMON HEADER FOR WTP-A,A,CH,
AZ0404006,4819,WL-55-635773 - 3,A,WL,GW
AZ0404006,4821,WL-55-635774 - 4,A,WL,GW
AZ0412311,303,XEPDS001,I,SS,
AZ0412311,15484,DISTRIBUTION SYSTEM,A,DS,
AZ0412311,6847,XWL-55-625117 - SOUTH 1,I,WL,GW
AZ0403006,15419,DISTRIBUTION SYSTEM,A,DS,
AZ0403006,3336,XWL-55-801890 - WEST,I,WL,GW
AZ0407296,9418,EPDS001,A,SS,
AZ0407301,9420,EPDS001,A,SS,
AZ0407305,144,EPDS001,A,SS,
AZ0407305,9424,XEPDS005,I,SS,
AZ0407305,15192,DISTRIBUTION SYSTEM,A,DS,
AZ0407052,9150,EPDS002,A,SS,
AZ0407052,9151,EPDS003,A,SS,
AZ0411089,10205,EPDS001,A,SS,
AZ0411089,10206,XEPDS003,I,SS,
AZ0411089,1874,WL-55-604460,A,WL,GW
AZ0420419,422,EPDS001,A,SS,
AZ0420419,5780,WL-55-634724 - 1,A,WL,GW
AZ0415497,17952,XEPHIS,I,SS,
AZ0411017,10166,XEPDS001,I,SS,
AZ0411017,257,EPDS002,A,SS,
AZ0411017,6272,XWL-55-619533 - 4,I,WL,GW
AZ0411017,5426,XWL-55-619534 - 5,I,WL,GW
AZ0411024,10171,XEPDS001,I,SS,
AZ0411024,10172,EPDS002,A,SS,
AZ0411024,15079,DISTRIBUTION SYSTEM,A,DS,
AZ0411024,5369,XWL-55-625197 - 1,I,WL,GW
AZ0411030,261,EPDS005,A,SS,
AZ0411030,1449,TP005 - CL2,A,TP,
AZ0411030,16928,XWL-55-591447 - 3,I,WL,GW
AZ0411030,6273,WL-55-605454 - 5,A,WL,GW
AZ0411030,6274,WL-55-605455 - 6,A,WL,GW
AZ0411031,10177,EPDS001,A,SS,
AZ0411031,263,EPDS002,A,SS,
AZ0411031,13353,DISTRIBUTION SYSTEM,A,DS,
AZ0411031,7605,WL-55-564191 - 8,A,WL,GW
AZ0413345,5147,WL-55-806334,A,WL,GW
AZ0413348,10590,EPDS001,A,SS,
AZ0413186,6577,XWL-55-501733,I,WL,GW
AZ0413192,5127,XWL-55-612702 - 2,I,WL,GW
AZ0413192,344,EPDS001,A,SS,
AZ0413412,357,EPDS001,A,SS,
AZ0411085,10201,EPDS001,A,SS,
AZ0411085,10202,XEPDS002,I,SS,
AZ0411085,12635,DISTRIBUTION SYSTEM,A,DS,
AZ0411086,10203,EPDS001,I,SS,
AZ0411087,10204,EPDS001,A,SS,
AZ0407096,9285,XEPDS004,I,SS,
AZ0407096,9287,XEPDS006,I,SS,
AZ0407096,120,EPDS011,A,SS,
AZ0407096,121,XEPDS015,I,SS,
AZ0407096,9293,XEPDS017,I,SS,
AZ0407508,9488,EPDS001,A,SS,
AZ0407513,13497,DISTRIBUTION SYSTEM,A,DS,
AZ0407254,6364,WL-55-804215,A,WL,GW
AZ0407258,9405,EPDS001,A,SS,
AZ0407258,14726,DISTRIBUTION SYSTEM,A,DS,
AZ0407410,6186,WL-55-535096,A,WL,GW
AZ0407411,9459,EPDS001,A,SS,
AZ0410284,10125,EPDS001,A,SS,
AZ0410357,10148,EPDS001,A,SS,
AZ0412037,12976,DISTRIBUTION SYSTEM,A,DS,
TX1650044,56203,"6401 E HWY 80, MIDLAND",A,SS,
TX1650044,117293,"6401 E HWY 80, MIDLAND",I,SS,
AZ0413046,10399,EPDS003,A,SS,
AZ0413046,10400,EPDS005,A,SS,
AZ0413046,4200,WL-55-616652 - RIMROCK 1,A,WL,GW
AZ0407272,9409,EPDS001,A,SS,
AZ0407272,3600,WL-55-633403,A,WL,GW
AZ0407274,9410,EPDS001,A,SS,
AZ0415441,10757,XEPDS001,I,SS,
AZ0415441,3670,XWL-55-646161,I,WL,GW
AZ0415005,10682,POE001 SYSTEM GENERATED - OTHER,I,OT,
AZ0415005,10683,POE002 SYSTEM GENERATED - OTHER,I,OT,
AZ0415006,8492,EPDS001,A,CW,
AZ0415006,12213,DISTRIBUTION SYSTEM,A,DS,
AZ0415011,14495,DISTRIBUTION SYSTEM,A,DS,
AZ0407092,12526,DISTRIBUTION SYSTEM,A,DS,
AZ0407092,15666,TP012 - CL2,A,TP,
AZ0407092,15669,TP016 - CL2,A,TP,
AZ0407095,7313,XWL-55-602750 - DESERT 3,I,WL,GW
AZ0407095,5437,XWL-55-629600 - CITY WELL 9,I,WL,GW
AZ0407095,5415,XWL-55-629602 - CITY WELL 11,I,WL,GW
AZ0420534,11435,CC001 - 10076,A,CC,GW
AZ0420534,4621,XWL-55-605197,I,WL,GW
MI2042813,7558,WELL 1,A,WL,GW
AZ0402014,8623,XEPDS003,I,SS,
AZ0402014,16145,XTP014 - CL2,I,TP,
AZ0402014,6332,XWL-55-603985 - 7,I,WL,GW
AZ0402014,6333,XWL-55-603986 - 8,I,WL,GW
AZ0402014,6334,WL-55-603987 - 9,A,WL,GW
AZ0414399,10673,EPDS001,A,SS,
AZ0414399,2219,WL-55-602947,A,WL,GW
AZ0407141,9376,EPDS002,A,SS,
AZ0407144,9377,XEPDS001,I,SS,
AZ0407144,14842,DISTRIBUTION SYSTEM,A,DS,
AZ0407144,5509,WL-55-623553 - WEST,A,WL,GW
AZ0406001,9066,EPDS003,A,SS,
AZ0406001,9067,XEPDS004,I,SS,
AZ0408081,9641,EPDS002,A,SS,
AZ0408081,9643,XEPDS004,I,SS,
AZ0408081,13757,DISTRIBUTION SYSTEM,A,DS,
AZ0408081,6381,XWL-55-523964 - 4,I,WL,GW
AZ0408082,9644,EPDS001,A,SS,
AZ0408082,12016,DISTRIBUTION SYSTEM,A,DS,
AZ0408082,5928,WL-55-526131 - 1,A,WL,GW
WV3301963,18722,DISTRIBUTION SYSTEM WESTRIDGE,I,DS,
AZ0408020,4916,WL-55-612657 - LONG MOUNTAIN - 6,A,WL,GW
AZ0408020,4917,WL-55-612658 - LONG MOUNTAIN - 4,A,WL,GW
AZ0408020,4918,WL-55-612660 - LONG MOUNTAIN - 1,A,WL,GW
AZ0407341,9433,EPDS001,A,SS,
AZ0407343,9434,EPDS001,A,SS,
AZ0411114,10218,EPDS001,A,SS,
AZ0411114,7322,WL-55-638440,A,WL,GW
AZ0411115,6953,XWL-55-621859,I,WL,GW
AZ0413019,5123,WL-55-505300 - 3,A,WL,GW
AZ0413019,5115,WL-55-624265 - 1,A,WL,GW
AZ0413020,309,EPDS001,A,SS,
AZ0408046,184,EPDS001,A,SS,
AZ0415038,10702,XEPDS001,I,SS,
AZ0415038,4880,WL-55-601217 - WELL 2,A,WL,GW
AZ0415040,11035,IN-C150400SI,A,IN,SW
AZ0415040,14893,DISTRIBUTION SYSTEM,A,DS,
AZ0415040,1100,TP001,A,TP,
AZ0415044,394,EPDS001,A,SS,
AZ0415044,4086,WL-55-808021 - WELL 1,A,WL,GW
KS2000306,9155,STORAGE TANK 02,A,ST,
AZ0410051,9813,XEPDS070,I,SS,
AL0000771,1198,"ABERNATHY 75,000 GAL TANK",A,ST,
AL0000771,1197,"BUCK JACKSON 200,000 GAL TANK",A,ST,
AL0000771,6143,DISTRIBUTION SYSTEM,A,DS,
AZ0408033,182,EPDS001,A,SS,
TX2440008,117339,"CO RD 132 W, VERNON",A,SS,
AZ0415002,388,EPDS001,A,SS,
AZ0415002,16103,XEPDS002,I,SS,
AZ0415002,4900,XWL-55-620745 - 4,I,WL,GW
AZ0415002,4895,XWL-55-620746 - 5,I,WL,GW
AZ0408022,14480,DISTRIBUTION SYSTEM,A,DS,
AZ0408022,2881,WL-55-606035 - 10,A,WL,GW
AZ0408022,2885,WL-55-606040 - 15,A,WL,GW
AZ0408022,16467,EPDS004,A,SS,
AZ0408024,1391,XTP001 - CL2,I,TP,
AZ0408035,7188,XWL-55-624993,I,WL,GW
AZ0408040,13247,DISTRIBUTION SYSTEM,A,DS,
AZ0406001,15127,DISTRIBUTION SYSTEM,A,DS,
AZ0405010,9058,XEPDS001,I,SS,
WV3301963,18720,WESTRIDGE BACKUP,I,WL,GW
AZ0413208,10533,EPDS001,A,SS,
